Generation,Name,Gene0,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23
2,Jean-Baptiste KruskalXV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste KruskalX,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste KruskalXIV,-0.6176347,-0.4680977,-0.1733316,-0.1672644,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste KruskalXIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste KruskalXI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste KruskalXII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Jean-Baptiste Perlin ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,-0.8679674,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
2,Valentino Kruskal ,0.5670192,0.7810754,0.1762666,0.2267437,0.8375076,0.4058379,0.3798096,-0.398727,0.3215517,-0.2374962,-0.6434022,-0.2705514,0.09673488,0.6217034,-0.4204995,-0.454693,0.6481069,-0.02457029,0.7012299,-0.8824645,0.2212816,0.07535851,-0.5417031,0.2086184
2,Valentino KruskalII,0.5670192,0.7810754,0.1762666,0.2267437,0.8375076,0.4058379,0.3798096,-0.398727,0.3215517,-0.2374962,-0.6434022,-0.2705514,0.09673488,0.6217034,-0.4204995,-0.454693,0.6481069,-0.02457029,0.7012299,-0.8824645,0.2212816,0.07535851,-0.5417031,0.2086184
2,Valentino KruskalIII,0.5670192,0.7810754,0.1762666,0.2267437,0.8375076,0.4058379,0.3798096,-0.398727,0.3215517,-0.2374962,-0.6434022,-0.2705514,0.09673488,0.6217034,-0.4204995,-0.454693,0.6481069,-0.02457029,0.7012299,-0.8824645,0.2212816,0.07535851,-0.5417031,0.2086184
2,Jean-Baptiste KruskalXVI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.9223732,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Ken Kruskal ,-0.6176347,0.7462742,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXIV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.904171,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.904171,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste Kruskal ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXV,-0.6176347,-0.4680977,-0.1733316,-0.1672644,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalX,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXVII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalVIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalVII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalVI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalIV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,-0.4742876,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalXVI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Isaac KruskalII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,-0.9869541,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Isaac Kruskal ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,-0.9869541,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
3,Jean-Baptiste KruskalIX,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.03615618,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,-0.3004834,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalIX,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,-0.1029226
4,Jean-Baptiste Kruskal ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXVI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXIV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Ken Kruskal ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,0.3391988,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalX,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXVII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXVIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalVII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalVI,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalVIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.7729381,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXIII,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,-0.2029738,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalIV,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,-0.2029738,-0.0481149,-0.2105153,0.02233219
4,Isaac Kruskal ,-0.6176347,-0.4680977,-0.1733316,-0.9865797,-0.8247284,-0.4344395,-0.7719691,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,0.1851398,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
4,Jean-Baptiste KruskalXI,-0.6176347,-0.4680977,-0.1733316,-0.1672644,-0.8247284,-0.4344395,0.806688,0.1014187,-0.04147595,0.3843,-0.5760097,-0.006476164,0.239591,0.5345409,-0.6729642,0.2918515,-0.9661445,0.2604702,0.6319997,-0.5164419,0.5738269,-0.0481149,-0.2105153,0.02233219
